"arrest","bible","camera","chef","church","concert_hall","cook","darkroom","frying_pan","hair_salon","haircut","hairdresser","handcuffs","microphone","photographer","police_officer","preach","prison","restaurant","scissors","sing","singer","take_photo","vicar"
0,3.52748586018367,2.76802603056685,3.3439492537355,2.69631996690949,2.59936762746201,2.78035343942885,2.39415410913551,3.04406148095137,4.43044001247858,4.33156727886144,3.55366221340989,4.53422032911617,4.06870404289141,2.93196399530817,3.02387590435308,2.58117356839205,2.98906344696731,3.28612693933933,3.31708642502503,2.41526582398884,2.60478845910731,2.70392677526918,2.91864991548673
3.52748586018367,0,3.39393521433052,3.34735706734397,3.92196808427195,3.14784973733391,3.12507727758449,3.54577074226947,3.0702931874194,2.73806183247687,2.26566642034022,3.53420019317511,2.18580257695278,2.76690130550891,3.47736766102186,3.13582593985056,3.3394130286202,3.88289917107402,3.62442174747014,3.27648427924745,3.77059138821218,3.14819081674752,3.2734049342788,2.45499439679903
2.76802603056685,3.39393521433052,0,4.22253642938111,4.04520224419222,3.86819919044662,3.22990011156392,3.1688329477785,1.95985224718601,3.46772201658502,4.46202956354682,3.68501049109728,4.31956218818658,2.90899353125186,0.715291769473015,3.84328286892748,2.0033442041904,1.87901233323313,2.58806777899272,3.33194702517329,3.42877628722006,4.2743917882609,0.684702012400494,3.41666929090273
3.3439492537355,3.34735706734397,4.22253642938111,0,3.4143266115547,2.61456313199349,2.37667173566603,2.79867565254992,3.42469012963783,4.1218928599173,1.95849183425617,2.73333440280382,4.05989914869368,3.57452545221551,3.55051433623642,2.07932967959126,3.00748532402688,2.85101853941092,2.05345071486022,2.43656057778,3.03763574055375,2.32961268931471,4.18870229256515,2.85720455404422
2.69631996690949,3.92196808427195,4.04520224419222,3.4143266115547,0,3.10078953771403,2.6931967978363,2.41543030478551,4.07358054233373,4.73701904068655,4.24358626671732,2.82543167918256,3.93089779720812,3.1925843831082,3.90597866292033,2.85658869693354,3.40720684887462,3.01084040444375,2.76359625660105,2.7058567425051,2.94146246725085,3.18160269170914,4.06113417076702,2.5059843525911
2.59936762746201,3.14784973733391,3.86819919044662,2.61456313199349,3.10078953771403,0,2.42513284056126,2.519545092551,3.34207590747492,3.87695691548688,3.20766955929406,2.78776281911394,3.92415774557518,3.76122122321828,3.67546413995904,2.56295176560841,3.10314035965847,3.18575618523154,2.89141547577163,2.66635182132919,3.36909750355138,2.5361032717911,3.73394829549813,3.64417995879344
2.78035343942885,3.12507727758449,3.22990011156392,2.37667173566603,2.6931967978363,2.42513284056126,0,1.9799417640406,2.98586611306246,2.97604864293557,3.37314492048316,1.84963526897228,3.69311251309242,2.7769445303939,2.70907549997738,1.96567095984389,2.64023116004468,1.95238654690571,1.69484579086449,1.63874190713365,2.79570266441756,2.70241016958675,3.08799007689875,2.64438394612175
2.39415410913551,3.54577074226947,3.1688329477785,2.79867565254992,2.41543030478551,2.519545092551,1.9799417640406,0,3.49292650830485,4.05771104985313,3.67987806068745,2.85120437467037,4.62047467923739,3.53995888364174,2.88714719141784,2.69542439974476,2.83394369624873,2.29050447119987,2.55917491016324,2.71576909784704,2.67136561903931,2.8733140756554,3.26338416773591,2.62878170483599
3.04406148095137,3.0702931874194,1.95985224718601,3.42469012963783,4.07358054233373,3.34207590747492,2.98586611306246,3.49292650830485,0,2.84675965808594,3.50014537716468,2.69984421918422,4.23458249644895,3.38128853019622,2.00208326158389,3.123756965664,0.751169376679334,2.17655723365678,2.67469313823308,3.54916630759226,2.61085132972851,3.49115293480204,1.80198014905797,3.86019195187486
4.43044001247858,2.73806183247687,3.46772201658502,4.1218928599173,4.73701904068655,3.87695691548688,2.97604864293557,4.05771104985313,2.84675965808594,0,3.32586720511855,3.42461108726162,2.54160223423563,3.2797462233429,3.70340794561342,3.62142215427284,2.99910249632246,3.80129968458919,3.47261802235978,3.25653973410031,3.89021319095573,4.00207503386232,3.296113561615,3.59864235543981
