"arrest","bible","camera","chef","church","concert_hall","cook","darkroom","frying_pan","hair_salon","haircut","hairdresser","handcuffs","microphone","photographer","police_officer","preach","prison","restaurant","scissors","sing","singer","take_photo","vicar"
0,2.07698267546674,1.8188037871424,1.67423257644453,3.23332852820597,3.35956747119975,1.81751672561844,2.71917738764088,1.88282955486951,2.52554052637711,3.09420569221366,2.4094405929477,1.93267101490976,1.8794683724154,2.13026520906711,2.93140318647965,2.92938923841927,1.5294641207923,1.79710886485707,2.72037761867789,3.18129117500168,2.20064867825627,2.2605271752247,2.52164639185805
2.07698267546674,0,1.59310177391245,1.33255013002737,2.29215427081514,2.35795005113151,1.3544948141485,2.82179700254947,1.75517287062774,1.88293701196602,1.8232633026307,1.97606105861417,1.54846550161778,1.79106310776955,2.05878233922344,1.70070689471171,1.88647241955439,2.09822772683533,1.36516145813692,2.21493251522102,2.3877368732495,1.81420574604972,1.47844174703689,1.8976941230061
1.8188037871424,1.59310177391245,0,0.936837993931996,2.96531720985948,2.93366395289932,1.19008121635857,3.19337816515964,1.32223052654077,1.87341806708792,1.94889328884673,1.71421248821226,0.885212066941506,1.38721199841371,1.87174206229444,2.24846541236848,2.37023071635143,1.91053548463584,1.1228470528417,1.99690817909361,3.06049792627772,1.49889593770729,1.12725640642807,1.70505021628236
1.67423257644453,1.33255013002737,0.936837993931996,0,2.64078455485374,2.3328950635479,0.847882713694369,3.01447536964625,1.15462823405948,1.92898971364193,1.83108269463154,1.81094341588837,0.763876959144301,1.1361302208543,1.77753871075024,1.87142645298354,1.93926947035041,1.70706543687704,0.854274974685581,2.49650136374085,2.48002030930072,1.40705484897113,1.25912074142981,1.804829842865
3.23332852820597,2.29215427081514,2.96531720985948,2.64078455485374,0,1.70287483232351,2.53136991762415,2.70225072042377,3.12745025608074,2.31886141026091,2.78975838218896,2.83271891189299,2.75940010457172,2.96470108181496,2.90603398035908,1.40036970858185,1.26791316256665,2.2093651678184,2.76464035741008,2.88350075939844,1.67149128453028,2.21075396152738,1.70261471553121,2.24622508067774
3.35956747119975,2.35795005113151,2.93366395289932,2.3328950635479,1.70287483232351,0,2.72390486833838,3.20899665339214,3.22223162055481,2.77057393276605,2.78971698299381,3.01600248921956,2.43703965790472,3.04887671995087,3.28663778577435,1.48589110982943,1.64350988608322,1.92430151682226,2.62053688291333,3.55030307462094,1.59379947672978,1.78474455178348,1.93468716263838,2.44634192389015
1.81751672561844,1.3544948141485,1.19008121635857,0.847882713694369,2.53136991762415,2.72390486833838,0,3.05816234720643,1.16369425874025,2.14617322789182,2.45661533709436,2.21648113573636,0.999438642563567,1.27884632610196,2.02012312376551,1.65760163315015,1.9361381511494,1.95003266752272,0.878577205475548,2.44188845213966,2.49276616606167,1.53548933263627,1.38809827547445,1.68357199607156
2.71917738764088,2.82179700254947,3.19337816515964,3.01447536964625,2.70225072042377,3.20899665339214,3.05816234720643,0,2.91218813880179,3.01348072260233,2.84697009827488,3.16514146149219,3.02126336871655,3.24606225981246,3.01176001405376,2.98618696045116,2.48890591097883,2.06494242177002,2.8815843299399,2.74500151576875,2.70048577431588,2.80924573526386,3.0335874102794,2.81713982526444
1.88282955486951,1.75517287062774,1.32223052654077,1.15462823405948,3.12745025608074,3.22223162055481,1.16369425874025,2.91218813880179,0,2.33143461594402,2.68683827633576,2.57679593289724,1.19326493364513,1.32757117774458,2.37292022675925,2.33219637783294,2.22433258395128,1.9424975065859,0.959024091764441,2.62207370558671,2.93197490064988,1.00686647460899,1.48285512571375,2.10618605980636
2.52554052637711,1.88293701196602,1.87341806708792,1.92898971364193,2.31886141026091,2.77057393276605,2.14617322789182,3.01348072260233,2.33143461594402,0,1.79320188414386,2.02946656757124,1.97421242691259,1.84385877442554,2.48605768206855,2.26802955342875,2.53560556861511,2.23744432509322,2.29300710576404,2.37485955085937,2.98140852154939,2.02447854030472,2.07499219596521,2.26661718207616
3.09420569221366,1.8232633026307,1.94889328884673,1.83108269463154,2.78975838218896,2.78971698299381,2.45661533709436,2.84697009827488,2.68683827633576,1.79320188414386,0,1.16423707232276,2.05676750451004,2.46111867280707,1.83814734861772,2.51826896251429,3.07069644341258,2.25013922543449,2.49274550180393,3.00533434292068,3.13939039325888,2.42521847032252,2.00881869171536,2.76981876456697
2.4094405929477,1.97606105861417,1.71421248821226,1.81094341588837,2.83271891189299,3.01600248921956,2.21648113573636,3.16514146149219,2.57679593289724,2.02946656757124,1.16423707232276,0,1.85176484808944,2.33085545678139,1.00242270364387,2.53954669343022,3.16567140497181,2.10722600440462,2.20485694063346,2.9928516782198,3.33412860432803,2.50907517851404,1.91294010908392,2.93507245546945
1.93267101490976,1.54846550161778,0.885212066941506,0.763876959144301,2.75940010457172,2.43703965790472,0.999438642563567,3.02126336871655,1.19326493364513,1.97421242691259,2.05676750451004,1.85176484808944,0,1.08981763415808,1.91131434724255,2.12069684340662,2.05800062598078,1.73535005433618,0.846792748540708,2.36839440736961,2.43088100621527,1.1739966262975,1.11966923847319,1.67283308613402
1.8794683724154,1.79106310776955,1.38721199841371,1.1361302208543,2.96470108181496,3.04887671995087,1.27884632610196,3.24606225981246,1.32757117774458,1.84385877442554,2.46111867280707,2.33085545678139,1.08981763415808,0,2.3500481455728,2.35312205006456,2.51475294829567,2.15576848954379,1.53173817299403,2.09882597973203,3.26472777186359,1.73223024734297,1.77451556988133,1.70983183406086
