"arrest","bible","camera","chef","church","concert_hall","cook","darkroom","frying_pan","hair_salon","haircut","hairdresser","handcuffs","microphone","photographer","police_officer","preach","prison","restaurant","scissors","sing","singer","take_photo","vicar"
0,2.51348763678332,2.13316678665037,2.80913685070803,3.48301580958112,3.07181803791193,2.22364034581524,3.63326396585412,2.1889666528645,3.69305280893654,1.903750841578,2.14155856502367,2.85448129511027,2.37399915420355,2.34410552368513,2.70861879573504,2.2980898345624,2.62443520697669,2.2350256369304,2.7392795820348,2.71924848200336,2.57312282528072,1.84060504681184,2.63143560316368
2.51348763678332,0,2.08425270191114,2.28681619480008,2.53338978779118,3.00882480971146,2.14115227055227,3.61506035048919,1.4924745027793,2.81483475996437,1.86926958883131,1.96517275272333,2.28428127933103,0.956745363611308,2.09216921258676,1.56816977698312,1.17486735390667,2.90392829284569,1.72405932551264,1.81956705449431,1.06363919047112,1.63021455802013,1.59147393477502,1.40313584323314
2.13316678665037,2.08425270191114,0,2.33227897420935,3.15775959724215,3.44554477039284,2.8748250822975,3.52103620679595,2.05285099465272,3.67099595649275,2.17079259665178,2.17806162485626,1.90008476849081,2.46514080247454,2.08460472174574,2.56406431926428,2.16649400685072,2.49277481103106,2.43081989635919,2.96745216161338,2.75525441999187,1.94693927262234,1.98412231695358,2.3668324143145
2.80913685070803,2.28681619480008,2.33227897420935,0,2.87571301163019,2.81698327226531,2.52630195445895,3.30534040637397,2.46298635818281,3.06126853071417,2.39579382944563,2.69071869906044,2.45182077185352,2.63627092794546,1.94948657059829,2.36349328879019,2.61090537737332,2.49815481273534,2.40774378017398,2.91828059389005,2.5696596017867,2.11903915215898,2.84650621839524,2.39100661510076
3.48301580958112,2.53338978779118,3.15775959724215,2.87571301163019,0,2.64907793276265,2.80620750386676,3.42819982363301,2.61630604176655,2.39746524634212,2.51700705496865,2.58165712521476,3.28481380793423,2.56678207098908,2.81766717982431,2.6528239339634,2.53444675801161,3.23715629967061,2.43662262861624,3.43748503372909,2.23174291678755,2.53204006589804,3.33806321853611,2.35192821008878
3.07181803791193,3.00882480971146,3.44554477039284,2.81698327226531,2.64907793276265,0,2.60279985810756,2.95138834146758,2.47864402163193,3.25588228904468,2.8864634038364,2.99516479014955,3.89983555623747,2.87963131560274,2.88062443480517,2.56553582003757,3.10556716810418,2.43312381483574,2.48757501802212,3.29345846778002,3.01560832222997,2.99560839031529,3.49943424276489,3.07174237050143
2.22364034581524,2.14115227055227,2.8748250822975,2.52630195445895,2.80620750386676,2.60279985810756,0,2.62072939153338,2.16524162236371,2.32341395462168,2.25801250613032,2.6213558572867,3.61911715227724,2.0342835863615,2.66096681762707,2.03038756933227,2.27869149194977,2.38226227963991,1.84163211017865,2.80842223190847,2.08580175077831,2.10882595179404,2.45181489491123,2.321722682612
3.63326396585412,3.61506035048919,3.52103620679595,3.30534040637397,3.42819982363301,2.95138834146758,2.62072939153338,0,3.5344848466055,3.48872499481303,3.15775578702401,3.02537422558167,3.21344675015365,3.59345719536944,3.2200987781526,3.20715511670734,2.96573075602723,2.07136146624229,3.64599660399539,3.73793886024167,3.44809466614014,3.56870591641991,3.58410269415845,3.45024580905658
2.1889666528645,1.4924745027793,2.05285099465272,2.46298635818281,2.61630604176655,2.47864402163193,2.16524162236371,3.5344848466055,0,2.69774834316349,2.03501785757559,2.2778587688231,2.83654626750838,1.26299542976072,1.98643525984225,1.66156134395088,1.60025701282849,2.38021071538233,1.79311536022861,2.1776591237985,1.51691995488069,1.9382304191006,1.98404667907169,1.79907428186204
3.69305280893654,2.81483475996437,3.67099595649275,3.06126853071417,2.39746524634212,3.25588228904468,2.32341395462168,3.48872499481303,2.69774834316349,0,2.77275736450931,2.90575591539285,3.15186348397862,2.60067834174786,2.69915100622033,2.64029447843986,3.11521368576831,3.04932544612861,2.51776244797479,3.73106536531633,2.34748542485893,2.12035320226438,3.77872552614189,2.3712135446557
1.903750841578,1.86926958883131,2.17079259665178,2.39579382944563,2.51700705496865,2.8864634038364,2.25801250613032,3.15775578702401,2.03501785757559,2.77275736450931,0,1.23588438518919,1.90373274938983,1.79412092983452,2.01967061418058,2.24101161974119,2.04054476653504,3.13329168679499,1.92087995132826,2.39004222385536,1.95424809629934,2.04380995127963,1.52826169618271,1.2008556434602
2.14155856502367,1.96517275272333,2.17806162485626,2.69071869906044,2.58165712521476,2.99516479014955,2.6213558572867,3.02537422558167,2.2778587688231,2.90575591539285,1.23588438518919,0,2.06540583988182,2.00186910317211,2.014375872439,2.37079090935298,1.97579355891251,3.20119397701784,2.17608765936782,2.84448171524095,2.17289634320243,2.2066993873496,1.53035075744701,1.65338132759502
2.85448129511027,2.28428127933103,1.90008476849081,2.45182077185352,3.28481380793423,3.89983555623747,3.61911715227724,3.21344675015365,2.83654626750838,3.15186348397862,1.90373274938983,2.06540583988182,0,2.60255978696315,2.25857882288406,3.25757720870816,2.50098011669025,2.8319905827079,2.82724225936103,3.16201892940671,2.99811740939137,2.51698025110063,2.29519781505331,2.11709748434082
2.37399915420355,0.956745363611308,2.46514080247454,2.63627092794546,2.56678207098908,2.87963131560274,2.0342835863615,3.59345719536944,1.26299542976072,2.60067834174786,1.79412092983452,2.00186910317211,2.60255978696315,0,2.10259413449454,1.51384025198171,1.3678374193824,2.83412390883572,1.85454429461908,1.8568945411295,1.05947062286156,1.57206629312012,1.57019529865341,1.4403167930495
2.34410552368513,2.09216921258676,2.08460472174574,1.94948657059829,2.81766717982431,2.88062443480517,2.66096681762707,3.2200987781526,1.98643525984225,2.69915100622033,2.01967061418058,2.014375872439,2.25857882288406,2.10259413449454,0,2.08353492075988,2.21693686406487,2.60720798678817,2.363756669047,3.20910471108527,2.39284981992366,1.73983866662096,2.23722822576841,1.95817999171666
2.70861879573504,1.56816977698312,2.56406431926428,2.36349328879019,2.6528239339634,2.56553582003757,2.03038756933227,3.20715511670734,1.66156134395088,2.64029447843986,2.24101161974119,2.37079090935298,3.25757720870816,1.51384025198171,2.08353492075988,0,2.11651911457631,2.29433707578033,2.12611172813659,2.70452974816361,1.56231895618531,1.83702151820452,2.21797045813807,1.85495446157604
2.2980898345624,1.17486735390667,2.16649400685072,2.61090537737332,2.53444675801161,3.10556716810418,2.27869149194977,2.96573075602723,1.60025701282849,3.11521368576831,2.04054476653504,1.97579355891251,2.50098011669025,1.3678374193824,2.21693686406487,2.11651911457631,0,2.32644458171578,1.9877629977657,1.94607337711379,1.17175856015575,1.78635609428667,1.59353544649236,1.97397606755453
2.62443520697669,2.90392829284569,2.49277481103106,2.49815481273534,3.23715629967061,2.43312381483574,2.38226227963991,2.07136146624229,2.38021071538233,3.04932544612861,3.13329168679499,3.20119397701784,2.8319905827079,2.83412390883572,2.60720798678817,2.29433707578033,2.32644458171578,0,2.68535951485204,3.4007172389354,3.05531538726672,2.60357274618904,3.24921798992893,3.03385812633493
2.2350256369304,1.72405932551264,2.43081989635919,2.40774378017398,2.43662262861624,2.48757501802212,1.84163211017865,3.64599660399539,1.79311536022861,2.51776244797479,1.92087995132826,2.17608765936782,2.82724225936103,1.85454429461908,2.363756669047,2.12611172813659,1.9877629977657,2.68535951485204,0,2.50176163641889,1.86665196736076,2.07925415748249,2.1154864142896,1.89141075099469
2.7392795820348,1.81956705449431,2.96745216161338,2.91828059389005,3.43748503372909,3.29345846778002,2.80842223190847,3.73793886024167,2.1776591237985,3.73106536531633,2.39004222385536,2.84448171524095,3.16201892940671,1.8568945411295,3.20910471108527,2.70452974816361,1.94607337711379,3.4007172389354,2.50176163641889,0,1.67059934811754,2.80261761047244,2.13793688988932,2.35477475410911
2.71924848200336,1.06363919047112,2.75525441999187,2.5696596017867,2.23174291678755,3.01560832222997,2.08580175077831,3.44809466614014,1.51691995488069,2.34748542485893,1.95424809629934,2.17289634320243,2.99811740939137,1.05947062286156,2.39284981992366,1.56231895618531,1.17175856015575,3.05531538726672,1.86665196736076,1.67059934811754,0,1.70088476079376,1.9663954379368,1.44321145781914
2.57312282528072,1.63021455802013,1.94693927262234,2.11903915215898,2.53204006589804,2.99560839031529,2.10882595179404,3.56870591641991,1.9382304191006,2.12035320226438,2.04380995127963,2.2066993873496,2.51698025110063,1.57206629312012,1.73983866662096,1.83702151820452,1.78635609428667,2.60357274618904,2.07925415748249,2.80261761047244,1.70088476079376,0,2.1342984229042,1.81457582896856
1.84060504681184,1.59147393477502,1.98412231695358,2.84650621839524,3.33806321853611,3.49943424276489,2.45181489491123,3.58410269415845,1.98404667907169,3.77872552614189,1.52826169618271,1.53035075744701,2.29519781505331,1.57019529865341,2.23722822576841,2.21797045813807,1.59353544649236,3.24921798992893,2.1154864142896,2.13793688988932,1.9663954379368,2.1342984229042,0,1.90401506243805
2.63143560316368,1.40313584323314,2.3668324143145,2.39100661510076,2.35192821008878,3.07174237050143,2.321722682612,3.45024580905658,1.79907428186204,2.3712135446557,1.2008556434602,1.65338132759502,2.11709748434082,1.4403167930495,1.95817999171666,1.85495446157604,1.97397606755453,3.03385812633493,1.89141075099469,2.35477475410911,1.44321145781914,1.81457582896856,1.90401506243805,0
