"arrest","bible","camera","chef","church","concert_hall","cook","darkroom","frying_pan","hair_salon","haircut","hairdresser","handcuffs","microphone","photographer","police_officer","preach","prison","restaurant","scissors","sing","singer","take_photo","vicar"
0,3.52748586018367,3.5246309601951,2.80774921853535,2.69631996690949,2.59936762746201,2.78035343942885,2.39415410913551,3.3895931004039,3.97710741811124,4.33156727886144,4.82335889361908,3.18828838294936,4.06870404289141,2.87652080357826,3.02387590435308,2.58117356839205,3.84650163082904,2.7226051349747,2.83873690640413,2.41526582398884,2.75979604723762,2.70392677526918,3.85171265922208
3.52748586018367,0,3.02002515701169,3.1265177962972,3.92196808427195,3.14784973733391,3.12507727758449,3.54577074226947,2.88038459140982,2.01932750797585,2.26566642034022,2.21169021370644,2.97969576457302,2.76690130550891,3.1474998385918,3.13582593985056,3.3394130286202,2.74039819502619,3.10316097812739,3.29468052442881,3.77059138821218,3.07059001164386,3.2734049342788,3.58452276235779
3.5246309601951,3.02002515701169,0,2.99216671102866,3.25030956734058,2.80739802082195,1.93384486400414,2.93313039538082,1.66911126279498,3.03397904722351,2.74645140706135,2.88523993433086,3.62489849160713,2.78604518369908,4.32050234271763,2.45198688220835,3.03897112487196,1.90166194423725,2.11807233373151,2.02553848472169,3.9302675773685,2.25809859083439,4.1026367753031,3.12352171084627
2.80774921853535,3.1265177962972,2.99216671102866,0,3.10080166464839,2.16663435501481,2.25952527074022,2.52388326457629,2.94248138618962,3.27315424290889,3.10228326372206,4.31163160609843,3.71977461364817,3.58415798268958,4.67704739655764,2.39023745361761,3.20657564567907,3.24158823730973,2.43186887247517,2.13396628109572,2.77896704014696,2.68441959660262,4.36685084899327,2.8243522986172
2.69631996690949,3.92196808427195,3.25030956734058,3.10080166464839,0,3.10078953771403,2.6931967978363,2.41543030478551,2.7528656183348,4.33136922052065,4.24358626671732,4.1653442255861,3.85060612006785,3.1925843831082,4.15489893425088,2.85658869693354,3.40720684887462,3.14202467536862,2.59113725345566,2.80486029304593,2.94146246725085,3.56455657528103,4.06113417076702,3.43791116824576
2.59936762746201,3.14784973733391,2.80739802082195,2.16663435501481,3.10078953771403,0,2.42513284056126,2.519545092551,2.60012317316571,3.0883836452387,3.20766955929406,3.6926002139217,3.74427739799766,3.76122122321828,4.03122548634237,2.56295176560841,3.10314035965847,3.12740815087695,2.63299219919915,2.52179267117446,3.36909750355138,3.05582795534123,3.73394829549813,3.07941049411317
2.78035343942885,3.12507727758449,1.93384486400414,2.25952527074022,2.6931967978363,2.42513284056126,0,1.9799417640406,1.86284701205328,3.39936103724432,3.37314492048316,3.60094000549469,2.61480396627956,2.7769445303939,3.32187223920443,1.96567095984389,2.64023116004468,2.86282032769521,2.4786338727916,1.82136101346481,2.79570266441756,2.01856857218088,3.08799007689875,2.36710331754066
2.39415410913551,3.54577074226947,2.93313039538082,2.52388326457629,2.41543030478551,2.519545092551,1.9799417640406,0,2.73938294695177,3.92968200858762,3.67987806068745,4.42666092899509,2.84916941422723,3.53995888364174,3.354440436976,2.69542439974476,2.83394369624873,3.65493761174005,3.01773256806875,2.20481630208426,2.67136561903931,2.5409782590766,3.26338416773591,3.08926599481265
3.3895931004039,2.88038459140982,1.66911126279498,2.94248138618962,2.7528656183348,2.60012317316571,1.86284701205328,2.73938294695177,0,2.82491294305152,2.58313809387586,2.61057909446085,3.29925597773048,2.69242509907989,3.83735523921792,2.07893193458746,2.75346937611732,2.34606199649207,2.21830772655296,2.0360322078005,3.55377388299705,2.09279586525768,3.75841882053881,3.0538610646623
3.97710741811124,2.01932750797585,3.03397904722351,3.27315424290889,4.33136922052065,3.0883836452387,3.39936103724432,3.92968200858762,2.82491294305152,0,2.65002589862514,2.63901934062619,3.71683938757277,3.16863795717904,3.582855016413,3.38024535133966,2.80586025705013,2.65826540870686,3.27249813211121,3.22519101478086,3.81280761604425,2.59318612940998,3.72748130496519,3.54066805474303
4.33156727886144,2.26566642034022,2.74645140706135,3.10228326372206,4.24358626671732,3.20766955929406,3.37314492048316,3.67987806068745,2.58313809387586,2.65002589862514,0,2.47091682649068,4.04594042239582,3.46504481174781,4.53943775568622,3.05556899415159,3.39535745816349,2.46031681192898,3.0311655104057,2.80942361377006,4.2342769072601,2.96756564401903,4.39094114962999,3.79295119819849
4.82335889361908,2.21169021370644,2.88523993433086,4.31163160609843,4.1653442255861,3.6926002139217,3.60094000549469,4.42666092899509,2.61057909446085,2.63901934062619,2.47091682649068,0,3.81088203668944,3.24339194011093,3.90857767083129,3.25273370531632,3.87022204789151,2.94686584487019,3.44455234140679,3.97069307245896,4.49091327502752,3.72716405664926,3.74333461691548,3.49700204822947
3.18828838294936,2.97969576457302,3.62489849160713,3.71977461364817,3.85060612006785,3.74427739799766,2.61480396627956,2.84916941422723,3.29925597773048,3.71683938757277,4.04594042239582,3.81088203668944,0,2.76257008624457,1.3650340955051,3.37979192478162,2.39336705630698,3.95441846548047,4.07082230397292,3.07071441600297,3.2647004399427,2.6536542945069,1.38975934921958,1.91687400167882
